LossAfter,StdReturn,Entropy,MinReturn,LossBefore,AveragePolicyStd,AverageReturn,dLoss,Perplexity,AverageDiscountedReturn,MaxReturn,NumTrajs,MeanKLBefore,ExplainedVariance,Iteration,MeanKL
-0.00968030677681,199.629084587,0.478273102445,9.98035931769,-1.561510688e-17,0.390367986047,540.006719285,0.00968030677681,1.61328601558,407.593007601,999.940195215,73,0.0,-1.19477925824,26,0.157478291981
-0.0354517083232,184.033173536,0.374129408362,0.0,4.97258699615e-18,0.351758955017,520.658089049,0.0354517083232,1.45372526249,397.753371935,999.922015811,76,0.0,0.656822036021,27,0.33339498006
-0.00455367304506,111.13276662,0.242659140472,0.0,8.99630261462e-17,0.308424131566,453.416137309,0.00455367304506,1.27463407889,362.069912434,869.783931151,87,0.0,0.867175184118,28,0.113523527631
-0.0721925172758,93.8328959128,0.240360395557,0.0,2.99091449346e-17,0.30771595743,402.736774107,0.0721925172758,1.27170738544,329.783903428,669.80293219,97,0.0,0.945638921859,29,0.286946420208
-0.00802904838625,165.913830514,0.176724378126,289.839097727,-1.1750336893e-16,0.288744185231,564.355218101,0.00802904838625,1.19330214762,425.237141903,999.879904863,71,0.0,0.889865312816,30,0.145781030722
-0.0781194355039,120.087223225,0.142741326733,339.820943409,1.07858098055e-17,0.279096631833,535.115061458,0.0781194355039,1.1534314012,411.761687861,849.812345909,74,0.0,0.926307124576,31,0.327191491381
-0.114130097728,173.376856829,0.214389843251,399.845021334,7.20767319347e-17,0.299827284049,632.879026593,0.114130097728,1.23910561761,462.80756602,999.871684055,63,0.0,0.891471970675,32,0.314647713465
-0.0477772184065,117.929496757,0.359563369932,9.98528386319,-1.33922031847e-16,0.346672356291,345.999970355,0.0477772184065,1.43270371645,288.891631857,789.825259186,113,0.0,-4.13171418336,33,0.213604313929
-0.0663286279501,118.919694148,0.317138750053,239.887314152,-6.29774010719e-17,0.332272526728,429.443598327,0.0663286279501,1.37319308932,346.026639504,859.850386974,91,0.0,0.652176199867,34,0.295627257346
-0.0288344712058,193.629316545,0.220870125319,289.848630117,-9.71171422922e-17,0.301776558524,624.088360336,0.0288344712058,1.24716144535,455.688727291,999.926491812,64,0.0,0.467687943314,35,0.362002147059
-0.0829139515877,159.976267798,0.158300953441,529.842079497,-2.4047953495e-17,0.283473232074,767.542814569,0.0829139515877,1.17151871425,531.673350816,999.946049228,52,0.0,0.688755032884,36,0.33133089359
-0.0331474280028,143.79249717,0.0912666550434,439.798675406,-6.4836364446e-17,0.265093713898,651.988999548,0.0331474280028,1.09556110321,475.467486255,999.936197646,61,0.0,-0.829063915014,37,0.229671134304
-0.0543737991132,187.112773588,0.000109919253698,399.878709124,1.19190895237e-16,0.241997323222,672.549710348,0.0543737991132,1.0001099253,482.48646909,999.964534927,60,0.0,0.537671927911,38,0.271278257887
-0.0366032418749,266.839638338,0.0405256579418,49.9592982262,-2.95052343655e-16,0.251978156631,676.638363725,0.0366032418749,1.04135802846,473.582854006,999.9553257,59,0.0,0.568670601827,39,0.275315016976
