AveragePolicyStd,LossBefore,Perplexity,MaxReturn,MeanKLBefore,MinReturn,AverageDiscountedReturn,AverageReturn,LossAfter,StdReturn,Entropy,dLoss,MeanKL,NumTrajs,Iteration,ExplainedVariance
0.17630374602,-1.19999604601e-16,0.728616019026,999.912298367,0.0,419.868074416,601.952329604,929.090879993,-0.018014171122,148.425025576,-0.316608408613,0.018014171122,0.259854287338,43,26,0.763870676368
0.152096578326,-4.21209056968e-17,0.628574298101,999.855041078,0.0,459.832125034,554.700874188,816.332552153,-0.0609904067847,148.487694624,-0.464301042981,0.0609904067847,0.394371676284,49,27,0.804311257666
0.133133826746,-2.87338963731e-18,0.550206340087,999.88167084,0.0,19.9777143173,333.474898334,457.749196905,-0.101015962917,338.643696036,-0.597461907318,0.101015962917,0.492732044759,87,28,-0.377288691815
0.13432249727,5.16385973257e-17,0.55511879603,999.835790557,0.0,39.9794643626,551.042425897,843.517267504,-0.0575444568331,277.820569457,-0.588573141239,0.0575444568331,0.478271001733,48,29,0.478195873006
0.131440070836,-5.58679596199e-17,0.543206501932,999.823220066,0.0,289.916557181,511.523721908,726.548006882,-0.00945175213449,164.805831257,-0.610265733125,0.00945175213449,0.137300200087,55,30,0.683657547068
0.142251862009,-1.00748100863e-16,0.587888730307,999.821410932,0.0,69.965289799,518.047076715,764.559432656,-0.0881985743606,265.160130976,-0.531217583162,0.0881985743606,0.452662059292,52,31,0.372020293898
0.124403394441,-7.81440995809e-17,0.514125808764,999.865753006,0.0,529.864258624,607.264499773,936.796269491,-0.0566950014322,112.06003007,-0.665287279345,0.0566950014322,0.490060693533,43,32,0.856256704538
0.120428985776,-1.27706948555e-16,0.497700645463,999.885403232,0.0,779.809376965,631.644727016,994.447223967,-0.0241360435118,33.9372459232,-0.697756496227,0.0241360435118,0.315333203462,41,33,0.980301042139
0.118816039647,3.35143384366e-17,0.49103477242,999.847695838,0.0,289.885950828,601.330057437,929.56227475,-0.0776687621849,157.906723251,-0.711240334102,0.0776687621849,0.484704270438,43,34,0.853472009628
0.127567116337,1.15926998524e-16,0.527200621442,999.830995166,0.0,99.9293529966,497.689009367,730.18574075,-0.0511704284545,293.000659497,-0.640174117035,0.0511704284545,0.291422116373,55,35,0.460982233301
0.115049094003,-6.36238988933e-17,0.475466998051,999.8585376,0.0,269.949774808,568.24887559,859.405727373,-0.0879739363565,207.05607995,-0.743457804135,0.0879739363565,0.45243521487,47,36,0.702142442316
0.128203395983,8.80474269839e-19,0.529830194283,999.766706213,0.0,109.922842266,442.568864333,623.046741022,-0.103583758643,289.708684295,-0.635198711916,0.103583758643,0.494327019953,64,37,0.215055779045
0.119316181679,5.7089342181e-17,0.493101725079,999.878570889,0.0,309.89662948,576.23511505,875.269803799,-0.0740352554401,195.018917952,-0.707039787323,0.0740352554401,0.462811524351,46,38,0.51439781056
0.120752975768,-1.3765015831e-16,0.499039609062,999.775891137,0.0,209.85709298,572.228787575,880.324478424,-0.0591548307231,247.077155822,-0.695069809504,0.0591548307231,0.339229646318,46,39,0.687454472756
