LossBefore,MinReturn,MeanKL,dLoss,AveragePolicyStd,MaxReturn,MeanKLBefore,LossAfter,Perplexity,Iteration,StdReturn,ExplainedVariance,AverageReturn,AverageDiscountedReturn,NumTrajs,Entropy
-6.69848315601e-17,289.85286864,0.093019026383,0.00308647466159,0.368151167709,999.93367222,0.0,-0.00308647466159,1.52146987385,26,182.053741568,0.835863912405,937.091748186,602.221365503,43,0.419676889863
-4.8478373154e-17,89.9293339394,0.200582833601,0.0539251524502,0.389368014266,999.934882855,0.0,-0.0539251524502,1.60915340085,27,234.805078795,0.816089359042,901.449349623,582.020274995,45,0.475708202715
-6.76125821997e-17,999.870553611,0.12388592011,0.0069670124723,0.384700399725,999.94626827,0.0,-0.0069670124723,1.58986340389,28,0.0194072228049,0.978508662522,999.914800085,633.909702236,40,0.463648103038
-9.15961599071e-17,89.9469964179,0.0858915804401,0.00605137296067,0.38467219205,999.940555924,0.0,-0.00605137296067,1.58974682914,29,191.661709338,0.947175597354,957.016519287,608.24094213,42,0.4635747766
3.47031279846e-17,69.9600623664,0.198460215698,0.0464720846759,0.386698108354,999.935388866,0.0,-0.0464720846759,1.59811939697,30,310.360470203,0.693201004369,831.975185672,541.373341594,48,0.468827561058
1.9277006746e-17,189.876129198,0.180660611585,0.0243499154148,0.371741872515,999.911547071,0.0,-0.0243499154148,1.53630929218,31,124.947001665,0.934247839425,980.1103261,622.651932248,41,0.429382976553
1.73060950726e-16,69.943129582,0.149571986181,0.0585336022366,0.368951291889,999.923493131,0.0,-0.0585336022366,1.52477657214,32,386.393057069,0.581590348788,732.435482334,479.999976471,55,0.421847889251
-1.09566590455e-16,119.92052169,0.143371693746,0.0425950177061,0.351490415367,999.912506247,0.0,-0.0425950177061,1.45261546026,33,321.766916118,0.495071878892,781.424498507,517.182689818,51,0.373365697298
1.57238689294e-17,49.9636048913,0.121802194767,0.0381268203518,0.333002217398,999.882374214,0.0,-0.0381268203518,1.37620870483,34,227.999999061,0.849928295193,930.012754442,593.835213863,44,0.319332403033
1.32507481048e-17,99.9212188288,0.144049163613,0.0520888506688,0.317951676362,999.902115019,0.0,-0.0520888506688,1.314008862,35,382.032282541,0.442800197189,754.730156207,491.958778014,53,0.27308266433
-6.75715684731e-18,69.9272373014,0.200381313848,0.0108531290231,0.34345929697,999.735131228,0.0,-0.0108531290231,1.41942500545,36,319.853660396,0.248601300173,661.21585216,457.301902166,60,0.350251863872
-1.552759475e-17,59.9612891936,0.148114951996,0.0746828069017,0.301352487232,999.733471471,0.0,-0.0746828069017,1.24540887263,37,306.657936694,0.549812415825,749.631452745,504.172692148,53,0.219463887749
3.18695443334e-17,149.932300051,0.171953841954,0.0592086548986,0.273785321771,999.7750322,0.0,-0.0592086548986,1.13148118358,38,266.476505967,0.690789367825,821.321626513,543.81310072,49,0.12352755633
1.2974355038e-16,49.969053291,0.130594396419,0.0368726171437,0.280496386224,999.83923106,0.0,-0.0368726171437,1.15921621006,39,317.165598206,0.687740810936,829.933067878,538.738460616,49,0.147744095764
