ExplainedVariance,MinReturn,StdReturn,dLoss,Perplexity,AveragePolicyStd,LossAfter,MeanKLBefore,MeanKL,AverageDiscountedReturn,MaxReturn,Iteration,LossBefore,NumTrajs,AverageReturn,Entropy
0.228950638701,0.0,158.436066087,0.00457998871034,1.48874892458,0.360233655907,-0.00457998871034,0.0,0.0064302121085,293.045071756,889.795585115,26,-6.2380794697e-17,109,357.558125847,0.39793611932
0.523988950256,19.9815454383,167.221525894,0.00175466374465,1.47198069053,0.356176234165,-0.00175466374465,0.0,0.385153303824,311.132836567,999.874125629,27,-3.65477144752e-17,102,384.566033378,0.386608902372
0.45125149112,19.9767225765,123.882334926,0.0908782850375,1.31318614387,0.317752602661,-0.0908782850375,0.0,0.271176435498,247.662147689,599.85659843,28,-7.83752050334e-17,133,291.064996018,0.272456355166
-0.145161266469,169.909308401,145.059079438,0.0462598723056,1.1629419378,0.281397903264,-0.0462598723056,0.0,0.414416879706,322.157009373,869.788434375,29,1.65865301788e-16,100,396.952517085,0.150952947788
0.491810369635,29.9741656044,161.499238707,0.0490219342217,1.18496264644,0.286726270087,-0.0490219342217,0.0,0.305946341034,261.807372444,749.820112034,30,1.11272040209e-16,123,315.166235231,0.169711252097
0.535156865403,39.9793483113,171.969266232,0.0554020809314,1.11753713526,0.270411270296,-0.0554020809314,0.0,0.445021539194,317.841739272,939.776657312,31,7.57303074849e-17,99,395.721671284,0.111127277613
0.649990532328,339.910719883,111.753273171,0.0511735621184,0.832637172181,0.201473819814,-0.0511735621184,0.0,0.413643014868,380.07591539,909.919025578,32,1.77420961907e-16,82,481.674653114,-0.183157299313
0.658107540428,299.86726931,137.033696868,0.0709597408283,0.826130036594,0.199899283502,-0.0709597408283,0.0,0.4709246091,418.444062688,999.96090661,33,4.77901426375e-17,72,548.278979222,-0.191003088561
0.739670551892,39.9789114664,170.223979495,0.0418096928426,0.85495671941,0.206874496828,-0.0418096928426,0.0,0.371921151985,380.650271337,999.850790251,34,-3.30828220183e-17,80,492.028934657,-0.156704431899
0.0794200469239,29.9864887925,250.25874882,0.0676886254558,0.859571244175,0.207991076729,-0.0676886254558,0.0,0.256906369197,226.98564997,939.701647324,35,2.39402114454e-18,137,285.646166651,-0.151321567339
0.400159743883,29.9713542881,270.44967969,0.094719361857,0.830795574033,0.201028206976,-0.094719361857,0.0,0.468985075616,203.409678636,869.694430184,36,-1.72705983004e-16,148,260.309676857,-0.18537151435
0.488067623538,29.9871699223,336.590931995,0.0481721991444,0.686463996312,0.166104190544,-0.0481721991444,0.0,0.329272218753,316.469881082,999.981481355,37,3.00445539503e-17,91,435.151836482,-0.376201500434
0.644385077908,39.9842679505,292.038429188,0.0563669160295,0.685641651786,0.165905207243,-0.0563669160295,0.0,0.481157338352,371.703490776,999.968584797,38,1.44998599046e-16,78,506.883488188,-0.377400161231
0.792709025681,319.897684841,142.012610719,0.0584468111708,0.675087226905,0.163351345408,-0.0584468111708,0.0,0.325972520804,424.405626844,999.743448369,39,3.85906215284e-17,71,559.056234038,-0.392913371414
