LossBefore,ExplainedVariance,MaxReturn,dLoss,MinReturn,Entropy,AverageReturn,Perplexity,Iteration,AverageDiscountedReturn,LossAfter,NumTrajs,AveragePolicyStd,StdReturn,MeanKLBefore,MeanKL
8.4058962765e-17,0.906463716986,999.979976218,0.107504673304,219.88765703,-0.018864181879,901.261984551,0.98131263323,26,583.051514043,-0.107504673304,45,0.237448928843,229.326861011,0.0,0.459422480445
-1.09650979557e-16,0.951986243997,999.965404755,0.0567111501701,399.823237725,-0.00821980939529,940.144021072,0.991813880866,27,604.986492496,-0.0567111501701,43,0.239989923341,166.093308034,0.0,0.3201838975
9.78177291827e-17,0.964844893675,999.956592258,0.12305852647,339.779838478,0.0578544918866,921.503062949,1.0595608098,28,594.566840887,-0.12305852647,44,0.256382696819,199.643071087,0.0,0.312844133019
1.67393876538e-16,0.718043745844,999.959129074,0.021097771179,999.74179126,0.0367611813724,999.902138008,1.03744523,29,633.894493078,-0.021097771179,40,0.251031373953,0.0687345288675,0.0,0.342260646411
7.37758904125e-17,0.836972850995,999.967749793,0.113952557733,349.852677518,0.0345250599667,944.340619243,1.03512796832,30,605.830572928,-0.113952557733,43,0.250470664465,174.04172813,0.0,0.498998406879
2.7999824681e-16,0.979666713843,999.962274077,0.36433622738,999.873451821,0.0913647052416,999.943832018,1.09566852846,31,633.92690963,-0.36433622738,40,0.265119707663,0.016768604744,0.0,0.384439337135
-3.44169137634e-17,0.999999535096,999.958512551,0.0288022901285,999.86836102,0.106274199435,999.917325897,1.11212677924,32,633.908943369,-0.0288022901285,40,0.269102122529,0.0241379105754,0.0,0.316146054902
7.4454125687e-17,0.152651117556,999.937680737,0.0449028935965,129.920974145,0.211872442563,657.109158255,1.23599021528,33,452.740120943,-0.0449028935965,61,0.29907344789,336.651088083,0.0,0.479016595334
3.05713586491e-17,0.738435446157,999.951127389,0.070869724617,99.9095566642,0.212321650266,797.486591954,1.23654555633,34,520.208249662,-0.070869724617,50,0.299207824165,342.817209987,0.0,0.390526807342
-1.49448860116e-16,0.183303316085,999.916797473,0.062937702149,89.9251552271,0.222306136308,594.183565215,1.24895366941,35,415.789794855,-0.062937702149,67,0.302210224278,345.651807425,0.0,0.362507213027
-1.51212375954e-16,0.720930590203,999.908100418,0.0534999693831,149.897374964,0.0300953652911,929.12774422,1.03055280824,36,594.620538363,-0.0534999693831,43,0.249363609664,221.83888439,0.0,0.439865216148
-1.43123173674e-17,0.788892792732,999.855651186,0.0526946188931,0.0,0.0248540060424,831.415703125,1.02516544164,37,538.961512202,-0.0526946188931,49,0.248060024665,320.798295613,0.0,0.322950339536
-4.3080909625e-18,0.895198186589,999.85427854,0.0456806264822,0.0,0.0741659142713,871.541017993,1.07698547793,38,559.219258079,-0.0456806264822,46,0.260598956392,304.101797329,0.0,0.434193304501
1.35216536729e-16,0.846286972393,999.809139601,0.134291832422,79.9179913543,0.0682177285651,887.098812218,1.07059838295,39,572.783753094,-0.134291832422,45,0.259053466392,259.4647027,0.0,0.359183379998
