MeanKL,MaxReturn,AverageDiscountedReturn,LossBefore,NumTrajs,AveragePolicyStd,dLoss,LossAfter,AverageReturn,Entropy,Iteration,Perplexity,ExplainedVariance,MeanKLBefore,StdReturn,MinReturn
0.311129566438,999.807584785,508.581458284,8.5423105567e-17,53,0.209618424364,0.0177054155482,-0.0177054155482,745.41020481,-0.143527894696,26,0.866296634769,0.862813270303,0.0,258.827556674,109.866713852
0.333764970688,999.900885165,543.368638942,-1.98048030305e-16,49,0.217885040678,0.0137632236365,-0.0137632236365,806.880031941,-0.104849158417,27,0.900460339206,0.920869840189,0.0,210.113310852,79.8868203691
0.136561173977,999.871077934,511.130023489,7.3593809201e-18,53,0.204498406436,0.012284132845,-0.012284132845,753.544958964,-0.168256562816,28,0.845136976145,0.819078259004,0.0,269.853685577,89.8902842304
0.343165080981,999.745452763,544.152915582,8.7005011414e-17,50,0.200420544833,0.0529966637174,-0.0529966637174,808.146016928,-0.188398862695,29,0.828284269642,0.908596183312,0.0,210.615974006,139.908395095
0.425292299172,999.8977054,589.610668439,-5.32285524935e-17,45,0.247018548112,0.181424639942,-0.181424639942,888.174829604,0.0206466816019,30,1.02086129883,0.940650266218,0.0,62.0915401006,789.703730814
0.445911918461,999.893920269,561.313874587,7.27023209032e-17,48,0.204381453948,0.0703533168869,-0.0703533168869,833.703506895,-0.168828625673,31,0.844653642933,0.832658674527,0.0,153.615274879,159.881742415
0.352225871148,999.86492257,527.21686572,2.36042794411e-17,51,0.198668666633,0.0685747810758,-0.0685747810758,787.414876222,-0.197178300485,32,0.821044227677,0.904195313334,0.0,265.879181274,89.8750067775
0.0532440968388,999.911978396,584.907904252,-7.69830878248e-17,46,0.182577490685,0.00561217238467,-0.00561217238467,877.137788828,-0.281642056382,33,0.754543720311,0.953511935694,0.0,66.6861475206,759.713806275
0.31654615587,999.8805513,524.619928591,-1.41761827465e-16,51,0.182668980582,0.0782666524222,-0.0782666524222,776.237554201,-0.281141080157,34,0.754921823478,0.69369226664,0.0,248.655079594,119.899054192
0.388158432624,999.825452335,549.137948469,-1.61984926784e-16,49,0.179978456085,0.202318742199,-0.202318742199,819.969279414,-0.295979590469,35,0.743802608528,0.894619371898,0.0,214.891511382,119.918910003
0.488407194679,999.904157087,563.934162098,-7.41806969901e-17,47,0.186403488167,0.0351889000143,-0.0351889000143,845.504155998,-0.260903130361,36,0.770355540064,0.910111963461,0.0,180.653910083,89.8829127615
0.393490762633,999.86564274,563.832857662,6.49216648648e-17,48,0.160265849194,0.0504617050702,-0.0504617050702,840.801410914,-0.41198275194,37,0.66233569996,0.935971874343,0.0,160.242657458,169.92031576
0.224488914945,999.913798069,546.7474344,-4.95776182646e-17,48,0.156648814331,0.00319538398859,-0.00319538398859,827.29001589,-0.434810297316,38,0.64738746657,0.88209891263,0.0,253.419793613,0.0
0.403024392757,999.855508311,544.243167821,1.78974425813e-16,49,0.154220825979,0.0274375724706,-0.0274375724706,817.125432969,-0.450431235536,39,0.637353242983,0.858463348407,0.0,241.67730252,0.0
