MeanKL,NumTrajs,AverageReturn,ExplainedVariance,Perplexity,Iteration,Entropy,MeanKLBefore,AverageDiscountedReturn,MaxReturn,StdReturn,MinReturn,dLoss,AveragePolicyStd,LossAfter,LossBefore
0.47512144934,86,458.485065317,0.612724189969,1.00380347529,26,0.00379626036852,0.0,362.42187064,999.835517206,147.438577212,239.841667194,0.0495894649919,0.242891054191,-0.0495894649919,-3.53816421846e-17
0.00901819567272,69,580.549281877,-0.523534671422,1.04820435956,27,0.04707856647,0.0,426.251380768,999.749082539,234.622809519,9.97996481365,0.00324415575932,0.253634768327,-0.00324415575932,-2.49405034889e-16
0.326304257152,67,591.605547207,0.680654121469,1.0299555106,28,0.0295156077206,0.0,439.213206656,949.641969184,177.200333424,229.895912766,0.0854219809386,0.249219081123,-0.0854219809386,-3.21612225387e-17
0.366884555696,55,721.237519199,0.620274970565,1.04136711254,29,0.0405343811973,0.0,507.860704248,999.839052105,173.490376293,219.895961178,0.067791321155,0.251980354711,-0.067791321155,-2.27073489706e-16
0.317192461944,57,704.543367918,0.792040872128,0.905972462058,30,-0.0987463684803,0.0,500.068464511,999.525227427,163.009006908,0.0,0.0496764477462,0.219218813039,-0.0496764477462,1.60141425722e-17
0.486736157249,48,826.673636837,0.862451289303,0.756949963974,31,-0.278458125517,0.0,562.030195173,999.75768249,101.181252502,629.711298845,0.11088451683,0.183159731208,-0.11088451683,1.75338050693e-16
0.384531490925,47,855.046783116,0.837185925749,0.633733497444,32,-0.456126763952,0.0,571.006595904,999.795062433,153.240545688,239.908068743,0.0502251620613,0.153344953529,-0.0502251620613,2.74750780558e-17
0.380436013593,45,891.571921056,0.872952592586,0.487916181426,33,-0.717611647255,0.0,589.231079623,999.816417465,108.032292152,439.790088104,0.0545124312263,0.118061431924,-0.0545124312263,6.74308918836e-17
0.348519900274,49,816.535146617,0.814544728982,0.444856480485,34,-0.810003564599,0.0,551.123916418,999.83029674,185.325758258,209.881733792,0.0191273181932,0.10764224489,-0.0191273181932,1.81008652456e-16
0.462909885356,46,881.09786731,0.920856051106,0.447925505619,35,-0.803128342493,0.0,586.097374305,999.818977621,81.2701888027,749.767579519,0.0251547579914,0.108384859125,-0.0251547579914,5.10615770368e-17
0.291092790831,47,850.233419428,0.925996115898,0.415947856444,36,-0.877195371663,0.0,572.505018042,999.804126274,96.4213872809,719.82907472,0.07900121367,0.100647204186,-0.07900121367,3.33452114881e-16
0.380205643651,47,854.07364559,0.939450681676,0.477377653213,37,-0.73944737553,0.0,574.189633833,999.819770706,95.5655521353,719.842833061,0.0356083732562,0.115511416617,-0.0356083732562,-5.9511461241e-17
0.154546581522,47,856.430987259,0.935228884918,0.476757485404,38,-0.740747333725,0.0,575.452056501,999.85985594,89.1714777126,739.847308199,0.00380371038977,0.115361354163,-0.00380371038977,5.64807186943e-17
0.359321316749,46,867.225570171,0.909552890139,0.447108740707,39,-0.804953446152,0.0,575.986950457,999.846729545,150.136479977,69.932622612,0.0973772336544,0.108187225928,-0.0973772336544,1.204029145e-16
