NumTrajs,MeanKLBefore,Entropy,LossBefore,AverageReturn,StdReturn,MaxReturn,LossAfter,dLoss,Iteration,Perplexity,ExplainedVariance,AverageDiscountedReturn,MinReturn,MeanKL,AveragePolicyStd
47,0.0,1.17457992996,-1.61217543791e-16,863.578920784,221.256350395,999.868955803,-0.00525472594945,0.00525472594945,26,3.23678298266,0.750247738766,567.764340758,89.9307442991,0.000979409576182,0.783206723425
48,0.0,1.15637147755,-1.94067869344e-16,832.276598296,274.007328969,999.83903585,-0.00457430459243,0.00457430459243,27,3.17837950584,0.751644872626,546.819518194,0.0,0.000679616419104,0.769074791824
47,0.0,1.15544952786,-5.53477229156e-17,861.688362308,216.481008753,999.897777581,-0.00617562808271,0.00617562808271,28,3.17545055022,0.783839433731,567.563209082,19.9754424664,0.000945738091093,0.768366070312
47,0.0,1.14396396843,5.04090233607e-17,864.888526564,278.887596593,999.887892029,-0.00737413289231,0.00737413289231,29,3.13918737431,0.817505769539,560.243006542,9.98091848389,0.000995824023721,0.759591443362
47,0.0,1.12865601615,-8.14842586881e-18,855.346278629,327.346683736,999.880767866,-0.00535898303412,0.00535898303412,30,3.09149878237,0.897106397765,547.199468923,0.0,0.000634982297086,0.748052200219
42,0.0,1.11679061394,-4.58757241319e-17,951.454430063,172.850207949,999.865041134,-0.00337310385957,0.00337310385957,31,3.05503367032,0.936069160379,607.880575217,0.0,0.00083682657719,0.739228710638
44,0.0,1.10740905172,1.45109297916e-17,919.563408627,220.628878467,999.888302747,-0.0050562023149,0.0050562023149,32,3.02650670482,0.922622789433,590.271499979,0.0,0.000729454503493,0.732326020127
44,0.0,1.10459556893,-5.32950557988e-18,925.933645892,222.334032425,999.901748557,-0.00687556458962,0.00687556458962,33,3.01800364752,0.908733311978,592.644680658,0.0,0.000865953540245,0.730268529192
42,0.0,1.09005551628,-1.93428606465e-16,950.526005009,165.179643311,999.897779373,-0.00503851706502,0.00503851706502,34,2.97443919779,0.943513945108,608.184914393,0.0,0.000815469592044,0.719727207727
42,0.0,1.08666007936,-5.94303887229e-17,966.218400905,116.623818813,999.857280267,-0.0046645439256,0.0046645439256,35,2.96435680385,0.927605147072,618.135024332,319.875093296,0.00088547084555,0.717287563562
44,0.0,1.07998354577,1.2769737431e-16,927.761550519,249.603596276,999.910591579,-0.00543233785347,0.00543233785347,36,2.94463109904,0.973779649956,589.487826105,0.0,0.000714281717024,0.712514520476
42,0.0,1.06593287946,-4.82714529627e-17,971.241173329,151.785303282,999.9057757,-0.0049019200984,0.0049019200984,37,2.90354637981,0.988866904044,617.047584177,9.98082536692,0.000817922038924,0.702573221198
40,0.0,1.06022231576,1.95121696578e-16,999.812838575,0.0499306559359,999.88754727,-0.00449250924021,0.00449250924021,38,2.88701274637,0.998923958012,633.848282738,999.645703648,0.000756495941301,0.698572565934
40,0.0,1.06113947964,-6.20614670765e-17,999.816208802,0.0422790383957,999.912815704,-0.0024763340389,0.0024763340389,39,2.8896618248,0.999999520118,633.848257498,999.733051241,0.000688051151333,0.699213565363
